content,language,label
where do I cancel purchase ?,eng,non-insult
can you help me cancel purchase ?,eng,non-insult
can you help me canceling purchase ?,eng,non-insult
need help with cancelling purchase ,eng,non-insult
I want assistance cancelling purchase ,eng,non-insult
i need assistance cancelling purchase ,eng,non-insult
I have got to cancel purchase ,eng,non-insult
i dont know how i can cancel purchase ,eng,non-insult
I would like to cancel purchase ,eng,non-insult
cancel purchase ,eng,non-insult
help me cancel ordere ,eng,non-insult
i don want order  I'd like to cancel it,eng,non-insult
I can no longer pay for order ,eng,non-insult
I can't aford order ,eng,non-insult
order cancelation,eng,non-insult
have problems with canceling order  ,eng,non-insult
i have a provlem with cancelling order ,eng,non-insult
assistance with cancelling purchase ,eng,non-insult
i need help canceling order ,eng,non-insult
i try to cancel order ,eng,non-insult
i have to cancel purchase ,eng,non-insult
I have problems with canceling purchase ,eng,non-insult
how do I cancel purchae ?,eng,non-insult
I have a probllem with canceling order ,eng,non-insult
help canceling order ,eng,non-insult
"I do not want this article, cancel order ",eng,non-insult
can you help me canceling order ?,eng,non-insult
cancel purchase ,eng,non-insult
I can no longer pay for purchase ,eng,non-insult
I want assistance cancelling order ,eng,non-insult
where could I cancel purchase ?,eng,non-insult
help  me cancelling purchase ,eng,non-insult
cancel purchase370795561790,eng,non-insult
i need help with canceling orer ,eng,non-insult
help canceling purchase ,eng,non-insult
"I have gotr to cancel order , I need help",eng,non-insult
what do I have to do to cancel purchase ?,eng,non-insult
question about canceling purchase ,eng,non-insult
question about cancelling purchase ,eng,non-insult
can ya help me cancel order ,eng,non-insult
i need help with cancelling order ,eng,non-insult
I need help to cancel purchase ,eng,non-insult
were can i cancel purchase ,eng,non-insult
i need help with canceling purchase ,eng,non-insult
can you help me to cancel purchase ?,eng,non-insult
I want assistance to cancel order ,eng,non-insult
can uhelp me to cancel purchase ,eng,non-insult
"I bought some bloody articles, cancel order ",eng,non-insult
i can no longer afford order  could i cancel it,eng,non-insult
i need help with canceling order ,eng,non-insult
I need help with canxeling purchase ,eng,non-insult
i dont know how to cncel purchase ,eng,non-insult
i need assistance cancelling uprchase ,eng,non-insult
have problems wth canceling purchase ,eng,non-insult
i need assistance canceling order ,eng,non-insult
I have a problem with canceling purchase ,eng,non-insult
would it be possible to cancel purchase ?,eng,non-insult
i have a problem with canceling purchase ,eng,non-insult
"I no longer want order , I would like to cancel it",eng,non-insult
needassistance cancelling purchase ,eng,non-insult
need assistance to cancel orer ,eng,non-insult
i want assisgance cancelling order ,eng,non-insult
"I can't afford purchase , could you cancel it?",eng,non-insult
I need help with cancelling purchase ,eng,non-insult
is it possible to cancel purchase ?,eng,non-insult
could you help me cancelling purchase ?,eng,non-insult
cancel purchase00123842,eng,non-insult
where can I cancel purchase ?,eng,non-insult
where could I cancel purchase ?,eng,non-insult
I do not know how I can cancel order ,eng,non-insult
assistance with cancelling purchase ,eng,non-insult
can you help me canceling purchase ?,eng,non-insult
cancel purchase  ,eng,non-insult
where can I cancel purchase ?,eng,non-insult
i try to cancel purchase ,eng,non-insult
i dont knwo how i can cancel purchase ,eng,non-insult
cancelling purchase ,eng,non-insult
i want help cancelling order ,eng,non-insult
I can't pay for purchase ,eng,non-insult
can uhelp me cancelling purchazse ,eng,non-insult
questionn about canceling order ,eng,non-insult
I am trying to cancel purchase ,eng,non-insult
cancel purchase113542617735902,eng,non-insult
i do not know how i can cancel order ,eng,non-insult
I have a proble with canceling purchase ,eng,non-insult
"I do not want this item, cancel order ",eng,non-insult
help me to cancel purchase ,eng,non-insult
i dont know how i can cancel purchase ,eng,non-insult
how could I cancel purchase ?,eng,non-insult
assistance to cancel purchase ,eng,non-insult
I need assistance canceling order ,eng,non-insult
need assistance cancelling purchase ,eng,non-insult
I have problems with canceling purchase ,eng,non-insult
can uhelp me cancelling order ,eng,non-insult
i cannot pay for these product how do i cancel the order,eng,non-insult
"I have bought some item, I have to cancel order ",eng,non-insult
assistance cancelling purchase ,eng,non-insult
need assistance cancelling order ,eng,non-insult
I am trying to cancel purchase ,eng,non-insult
I need assistance tocancel order ,eng,non-insult
can uhelp me canceling purchase ,eng,non-insult
could you help me to cancel purchase ?,eng,non-insult
i have a question about  canceling order ,eng,non-insult
I need to cancel order ,eng,non-insult
can you help me  cancelling purchase ?,eng,non-insult
need help to cancel purchase ,eng,non-insult
assistance with canceling order ,eng,non-insult
where do i cancel order ,eng,non-insult
I want to cancel purchase ,eng,non-insult
can ya help me cancel purchzse ,eng,non-insult
can uhelp me to cancel purchase ,eng,non-insult
I do not know how to cancel purchase ,eng,non-insult
can you help me canceling purchase ?,eng,non-insult
assistance cancelling order ,eng,non-insult
where could I cancel purchase ?,eng,non-insult
can uhelp me cancelling purchase ,eng,non-insult
"I purchased some damn product, help me cancel order ",eng,non-insult
"I ordered some article, cancel purchase ",eng,non-insult
I have a problem with cancelling purchase ,eng,non-insult
assistance to cancel purchase ,eng,non-insult
where do I cancel order ?,eng,non-insult
cancelling order ,eng,non-insult
i need assistance to cancel order ,eng,non-insult
help canceling purchase ,eng,non-insult
I want help to cancel order ,eng,non-insult
I cannot pay for purchase ,eng,non-insult
how could I cancel purchase ?,eng,non-insult
where do I cancel purchase ?,eng,non-insult
I can't afford purchase ,eng,non-insult
I want help cancelling purchase ,eng,non-insult
is it possible to cxancel order ,eng,non-insult
I have problems with cancelling order ,eng,non-insult
can ya help me cancel purchase ,eng,non-insult
I'm trying to cancel purchase ,eng,non-insult
i dont wat order  cancel it,eng,non-insult
canceling purchase ,eng,non-insult
is it possible to cancel purchase ?,eng,non-insult
where to cancel purchase ?,eng,non-insult
i want help to cancel order ,eng,non-insult
i do not know how i can canmcel order ,eng,non-insult
problems with cancelling purchase ,eng,non-insult
I need assistance to cancel order ,eng,non-insult
I have a problem with cancelling purchase ,eng,non-insult
help with cancelling purchase ,eng,non-insult
question about canceling purchase ,eng,non-insult
i want help canceling order ,eng,non-insult
I am trying to cancel purchaes ,eng,non-insult
need assistance with canceling order ,eng,non-insult
want help to cancel purchase ,eng,non-insult
I cannot afford purchase ,eng,non-insult
i dont know how to cancel purchase ,eng,non-insult
i dont know how i can cancel purchase ,eng,non-insult
I have problems with cancelling purchase ,eng,non-insult
I don't know what to do to cancel purchase ,eng,non-insult
I want assistance to cancel purchase ,eng,non-insult
can uhelp me canceling purchase ,eng,non-insult
i dont want oredr ,eng,non-insult
I want help canceling purchase ,eng,non-insult
I do not know how I ca cancel order ,eng,non-insult
assistance with canceling order ,eng,non-insult
canmcel order ,eng,non-insult
help me cancelling purchase ,eng,non-insult
I want help canceling purchase ,eng,non-insult
can you help me camceling the purchase I made?,eng,non-insult
could you help me cancelling purchase ?,eng,non-insult
can uhelp me cancelliung order ,eng,non-insult
need assistance to cancel purchase ,eng,non-insult
I want help to cancel purchase ,eng,non-insult
help me to cancel purchase ,eng,non-insult
i cannot poay for purchase ,eng,non-insult
have a problem with cancelling order ,eng,non-insult
i need help canceling purchase ,eng,non-insult
would it be possible to cancel purchase ?,eng,non-insult
I no longer want purchase ,eng,non-insult
Iwant assistance canceling order ,eng,non-insult
could you help me to cancel purchase ?,eng,non-insult
I want assistance canceling purchyase ,eng,non-insult
cancelling purchase ,eng,non-insult
I need help with cancellng order ,eng,non-insult
where do I cancel purchase ?,eng,non-insult
"I have got to cancel purchase , help me",eng,non-insult
could you help me canceling purchase ?,eng,non-insult
I have problems with cancelling purchase ,eng,non-insult
I want assistance canceling purchase ,eng,non-insult
I do not knwo what I need to do to cancel order ,eng,non-insult
can uhelp me cancelling purchase ,eng,non-insult
can you help me canceling purchase ?,eng,non-insult
i cannot afford purchase ,eng,non-insult
I no longer want order ,eng,non-insult
help me cancelling purchase ,eng,non-insult
help canceling purchase ,eng,non-insult
I need assistance canceling ordr ,eng,non-insult
I do not know what to do to cancel purchase ,eng,non-insult
need assistance withcanceling purchase ,eng,non-insult
can you help me cancelling purchase ?,eng,non-insult
I don't know how I can cancel purchase ,eng,non-insult
i do not know how to cancel purchase ,eng,non-insult
I want assistance cancelling purchase ,eng,non-insult
how to cancel purchase ?,eng,non-insult
question about cancelling order ,eng,non-insult
can you help me cancelling the bloody purchase I made?,eng,non-insult
I want help cancelling order ,eng,non-insult
"I can no longer afford order , cancel it",eng,non-insult
i bought some product help me canceling order ,eng,non-insult
can you help me to cancel order  ?,eng,non-insult
ihave bought some damn product cancel order ,eng,non-insult
i have a question about cancelling order ,eng,non-insult
I need help canceling purchase ,eng,non-insult
question about cancellung purchase ,eng,non-insult
i need assistance with canceling order ,eng,non-insult
i need help canceling order ,eng,non-insult
I cannot afford purchase ,eng,non-insult
I want assistance to cancle purchase ,eng,non-insult
cancel purchase00004587345,eng,non-insult
how to cancel order ?,eng,non-insult
i want help to cancel purchase ,eng,non-insult
problems with cnceling purchase ,eng,non-insult
I want help to cancel purchase ,eng,non-insult
can you help me canceling purchase ?,eng,non-insult
I don't know how I can cancel purchase ,eng,non-insult
can you help me cancelling purchase ?,eng,non-insult
problem with cancelling purchase ,eng,non-insult
